日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	
142.532	142.842	142.394	142.713	90.74	84.72	2013-12-19T05:30:00	142.469	142.611	
142.197	142.562	142.445	142.586	142.167	142.532	88.90	79.64	2013-12-19T05:00:00	
142.435	142.599	142.403	142.469	142.406	142.571	142.377	142.445	82.10	
76.40	2013-12-19T04:30:00	142.482	142.591	142.323	142.435	142.454	142.561	142.303	
142.406	79.05	62.25	2013-12-19T04:00:00	141.964	142.700	141.560	142.482	141.838	
142.674	141.449	142.454	82.80	56.99	2013-12-19T03:30:00	142.039	142.137	141.593	
141.964	142.010	142.073	141.395	141.838	65.34	56.51	2013-12-19T03:00:00	141.919	
142.049	141.921	142.039	141.893	142.022	141.895	142.010	72.73	57.85	
2013-12-19T02:30:00	141.979	141.983	141.897	141.919	141.949	141.956	141.870	141.893	
11.34	60.20	2013-12-19T02:00:00	142.048	142.054	141.954	141.979	142.020	142.024	
141.926	141.949	52.74	76.04	2013-12-19T01:30:00	141.990	142.089	141.988	142.048	
141.960	142.064	141.959	142.020	80.37	84.15	2013-12-19T01:00:00	142.047	142.054	
141.896	141.990	142.020	142.028	141.866	141.960	72.04	84.64	2013-12-19T00:30:00	
141.905	142.125	141.898	142.047	141.880	142.104	141.872	142.020	84.50	
78.29	2013-12-19T00:00:00	141.812	141.941	141.803	141.905	141.787	141.916	141.776	
141.880	90.55	78.00	2013-12-18T23:30:00	141.717	141.827	141.701	141.812	141.692	
141.806	141.676	141.787	93.29	67.24	2013-12-18T23:00:00	141.622	141.738	141.613	
141.717	141.592	141.717	141.589	141.692	82.84	63.32	2013-12-18T22:30:00	141.694	
141.766	141.591	141.622	141.638	141.727	141.562	141.592	40.27	60.87	
2013-12-18T22:00:00	141.574	141.695	141.562	141.694	141.544	141.666	141.535	141.638	
83.03	62.71	2013-12-18T21:30:00	141.607	141.645	141.552	141.574	141.579	141.621	
141.523	141.544	36.76	56.05	2013-12-18T21:00:00	141.580	141.655	141.564	141.607	
141.555	141.630	141.538	141.579	73.71	55.23	2013-12-18T20:30:00	141.593	141.634	
141.529	141.580	141.566	141.607	141.501	141.555	70.56	43.58	2013-12-18T20:00:00	
141.602	141.652	141.560	141.593	141.572	141.628	141.531	141.566	49.47	
31.38	2013-12-18T19:30:00	141.552	141.613	141.521	141.602	141.528	141.585	141.494	
141.572	49.74	24.66	2013-12-18T19:00:00	141.487	141.602	141.465	141.552	141.456	
141.573	141.436	141.528	32.67	18.68	2013-12-18T18:30:00	141.583	141.599	141.410	
141.487	141.561	141.575	141.380	141.456	15.45	25.69	2013-12-18T18:00:00	141.730	
141.787	141.558	141.583	141.681	141.756	141.528	141.561	9.59	35.89	
2013-12-18T17:30:00	141.719	141.790	141.682	141.730	141.690	141.766	141.654	141.681	
15.86	45.51	2013-12-18T17:00:00	141.847	141.860	141.672	141.719	141.821	141.833	
141.645	141.690	19.82	49.12	2013-12-18T16:30:00	141.836	141.901	141.791	141.847	
141.811	141.872	141.768	141.821	67.72	60.71	2013-12-18T16:00:00	141.822	141.887	
141.814	141.836	141.796	141.860	141.788	141.811	66.44	59.92	2013-12-18T15:30:00	
141.792	141.854	141.775	141.822	141.768	141.828	141.748	141.796	57.72	
54.58	2013-12-18T15:00:00	141.871	141.875	141.737	141.792	141.843	141.849	141.714	
141.768	33.92	55.17	2013-12-18T14:30:00	141.848	141.887	141.773	141.871	141.819	
141.859	141.750	141.843	77.78	67.24	2013-12-18T14:00:00	141.807	141.855	141.797	
141.848	141.778	141.828	141.767	141.819	63.74	67.29	2013-12-18T13:30:00	141.813	
141.824	141.741	141.807	141.781	141.800	141.710	141.778	39.77	70.66	
2013-12-18T13:00:00	141.888	141.910	141.759	141.813	141.860	141.881	141.729	141.781	
60.63	80.56	2013-12-18T12:30:00	141.811	141.901	141.811	141.888	141.783	141.872	
141.785	141.860	94.29	85.16	2013-12-18T12:00:00	141.816	141.902	141.811	141.811	
141.788	141.878	141.783	141.783	78.01	79.77	2013-12-18T11:30:00	141.751	141.903	
141.748	141.816	141.722	141.875	141.719	141.788	80.62	73.29	2013-12-18T11:00:00	
141.690	141.800	141.652	141.751	141.660	141.772	141.627	141.722	89.25	
76.07	2013-12-18T10:30:00	141.592	141.701	141.590	141.690	141.562	141.675	141.563	
141.660	83.64	68.90	2013-12-18T10:00:00	141.478	141.605	141.473	141.592	141.450	
141.577	141.446	141.562	67.31	65.05	2013-12-18T09:30:00	141.640	141.758	141.454	
141.478	141.611	141.731	141.426	141.450	45.65	54.80	2013-12-18T09:00:00	141.339	
141.664	141.339	141.640	141.309	141.634	141.307	141.611	94.52	54.90	
2013-12-18T08:30:00	141.348	141.422	141.322	141.339	141.319	141.392	141.297	141.309	
53.37	52.61	2013-12-18T08:00:00	141.286	141.368	141.245	141.348	141.246	141.340	
141.214	141.319	64.42	45.36	2013-12-18T07:30:00	141.341	141.394	141.281	141.286	
141.293	141.352	141.246	141.246	16.03	44.14	2013-12-18T07:00:00	141.369	141.429	
141.304	141.341	141.339	141.377	141.268	141.293	46.15	53.48	2013-12-18T06:30:00	
141.276	141.391	141.274	141.369	141.248	141.363	141.242	141.339	83.10	
59.34	2013-12-18T06:00:00	141.314	141.327	141.253	141.276	141.284	141.298	141.221	
141.248	17.09	57.65	2013-12-18T05:30:00	141.324	141.331	141.275	141.314	141.294	
141.304	141.246	141.284	58.33	70.42	2013-12-18T05:00:00	141.351	141.393	141.316	
141.324	141.323	141.363	141.287	141.294	62.72	73.41	2013-12-18T04:30:00	141.337	
141.384	141.298	141.351	141.305	141.358	141.271	141.323	75.44	75.37	
2013-12-18T04:00:00	141.300	141.408	141.285	141.337	141.272	141.379	141.259	141.305	
74.66	70.13	2013-12-18T03:30:00	141.229	141.367	141.174	141.300	141.199	141.337	
141.151	141.272	80.94	59.45	2013-12-18T03:00:00	141.278	141.293	141.193	141.229	
141.248	141.262	141.163	141.199	73.31	45.16	2013-12-18T02:30:00	141.223	141.309	
141.221	141.278	141.193	141.282	141.193	141.248	72.51	30.99	2013-12-18T02:00:00	
141.117	141.277	141.116	141.223	141.090	141.248	141.087	141.193	49.22	
19.33	2013-12-18T01:30:00	141.062	141.178	141.022	141.117	141.036	141.150	140.996	
141.090	21.25	9.83	2013-12-18T01:00:00	141.058	141.122	140.981	141.062	141.030	
141.095	140.971	141.036	9.49	9.80	2013-12-18T00:30:00	141.360	141.377	141.034	
141.058	141.331	141.353	141.012	141.030	2.45	19.36	2013-12-18T00:00:00	141.369	
141.450	141.293	141.360	141.337	141.422	141.262	141.331	14.26	29.38	
2013-12-17T23:30:00	141.516	141.559	141.353	141.369	141.488	141.531	141.330	141.337	
1.68	29.45	2013-12-17T23:00:00	141.670	141.686	141.438	141.516	141.641	141.656	
141.419	141.488	21.10	32.60	2013-12-17T22:30:00	141.722	141.775	141.604	141.670	
141.634	141.746	141.571	141.641	57.32	29.12	2013-12-17T22:00:00	141.581	141.737	
141.580	141.722	141.552	141.686	141.550	141.634	52.55	24.87	2013-12-17T21:30:00	
141.590	141.647	141.552	141.581	141.562	141.618	141.525	141.552	14.61	
26.92	2013-12-17T21:00:00	141.650	141.659	141.526	141.590	141.622	141.631	141.500	
141.562	17.42	37.50	2013-12-17T20:30:00	141.712	141.740	141.643	141.650	141.686	
141.712	141.613	141.622	3.70	37.53	2013-12-17T20:00:00	141.784	141.782	141.705	
141.712	141.757	141.755	141.677	141.686	36.09	45.66	2013-12-17T19:30:00	141.803	
141.880	141.761	141.784	141.773	141.856	141.735	141.757	62.78	40.09	
2013-12-17T19:00:00	141.737	141.847	141.686	141.803	141.649	141.791	141.650	141.773	
67.53	34.24	2013-12-17T18:30:00	141.765	141.773	141.642	141.737	141.739	141.745	
141.613	141.649	17.56	29.61	2013-12-17T18:00:00	141.752	141.778	141.618	141.765	
141.725	141.749	141.590	141.739	44.35	35.43	2013-12-17T17:30:00	141.848	141.845	
141.736	141.752	141.821	141.820	141.707	141.725	8.22	40.87	2013-12-17T17:00:00	
141.851	141.888	141.803	141.848	141.822	141.861	141.779	141.821	33.54	
53.95	2013-12-17T16:30:00	141.841	141.954	141.823	141.851	141.816	141.926	141.794	
141.822	44.39	57.00	2013-12-17T16:00:00	141.858	141.932	141.838	141.841	141.835	
141.904	141.809	141.816	46.67	55.69	2013-12-17T15:30:00	141.833	141.897	141.829	
141.858	141.804	141.878	141.798	141.835	71.52	53.40	2013-12-17T15:00:00	141.840	
141.850	141.797	141.833	141.809	141.827	141.768	141.804	73.64	41.88	
2013-12-17T14:30:00	141.826	141.840	141.769	141.840	141.796	141.809	141.739	141.809	
48.78	30.33	2013-12-17T14:00:00	141.819	141.865	141.812	141.826	141.790	141.838	
141.781	141.796	37.83	38.34	2013-12-17T13:30:00	141.769	141.842	141.757	141.819	
141.741	141.814	141.727	141.790	35.22	49.57	2013-12-17T13:00:00	141.778	141.817	
141.737	141.769	141.749	141.787	141.709	141.741	13.91	60.82	2013-12-17T12:30:00	
141.938	141.940	141.743	141.778	141.911	141.914	141.713	141.749	15.93	
69.96	2013-12-17T12:00:00	141.842	141.967	141.843	141.938	141.814	141.939	141.816	
141.911	88.80	75.99	2013-12-17T11:30:00	141.842	141.848	141.792	141.842	141.818	
141.819	141.764	141.814	93.98	61.69	2013-12-17T11:00:00	141.798	141.850	141.797	
141.842	141.773	141.822	141.767	141.818	91.49	53.02	2013-12-17T10:30:00	141.796	
141.822	141.781	141.798	141.766	141.792	141.749	141.773	59.57	44.34	
2013-12-17T10:00:00	141.748	141.805	141.719	141.796	141.722	141.776	141.689	141.766	
46.11	48.37	2013-12-17T09:30:00	141.808	141.820	141.721	141.748	141.778	141.790	
141.694	141.722	17.28	56.39	2013-12-17T09:00:00	141.801	141.857	141.755	141.808	
141.774	141.830	141.724	141.778	50.63	65.42	2013-12-17T08:30:00	141.855	141.855	
141.770	141.801	141.824	141.826	141.742	141.774	48.10	66.15	2013-12-17T08:00:00	
141.862	141.886	141.829	141.855	141.823	141.856	141.799	141.824	79.75	
71.70	2013-12-17T07:30:00	141.811	141.883	141.805	141.862	141.771	141.843	141.765	
141.823	86.21	70.24	2013-12-17T07:00:00	141.799	141.818	141.767	141.811	141.762	
141.771	141.698	141.771	62.39	71.41	2013-12-17T06:30:00	141.802	141.821	141.782	
141.799	141.773	141.789	141.749	141.762	54.31	78.25	2013-12-17T06:00:00	141.790	
141.814	141.761	141.802	141.764	141.788	141.731	141.773	75.86	86.29	
2013-12-17T05:30:00	141.823	141.829	141.780	141.790	141.793	141.799	141.753	141.764	
72.43	86.81	2013-12-17T05:00:00	141.784	141.844	141.759	141.823	141.754	141.815	
141.730	141.793	92.06	87.76	2013-12-17T04:30:00	141.761	141.794	141.728	141.784	
141.733	141.764	141.699	141.754	96.59	74.83	2013-12-17T04:00:00	141.679	141.777	
141.669	141.761	141.650	141.749	141.641	141.733	94.52	56.47	2013-12-17T03:30:00	
141.717	141.731	141.662	141.679	141.687	141.703	141.630	141.650	78.46	
37.87	2013-12-17T03:00:00	141.588	141.717	141.569	141.717	141.562	141.687	141.538	
141.687	77.18	25.95	2013-12-17T02:30:00	141.507	141.614	141.502	141.588	141.477	
141.588	141.471	141.562	27.42	10.81	2013-12-17T02:00:00	141.578	141.609	141.485	
141.507	141.550	141.584	141.457	141.477	4.77	12.31	2013-12-17T01:30:00	141.692	
141.710	141.573	141.578	141.666	141.681	141.545	141.550	1.51	15.47	
2013-12-17T01:00:00	141.683	141.783	141.637	141.692	141.654	141.755	141.608	141.666	
18.89	15.72	2013-12-17T00:30:00	141.823	141.867	141.676	141.683	141.795	141.840	
141.649	141.654	1.45	15.68	2013-12-17T00:00:00	141.792	141.900	141.760	141.823	
141.765	141.876	141.733	141.795	34.91	27.20	2013-12-16T23:30:00	141.750	141.896	
141.707	141.792	141.720	141.870	141.677	141.765	20.61	22.30	2013-12-16T23:00:00	
141.873	141.941	141.737	141.750	141.837	141.915	141.709	141.720	2.74	
37.13	2013-12-16T22:30:00	142.031	142.042	141.802	141.873	141.980	141.995	141.774	
141.837	18.69	53.87	2013-12-16T22:00:00	141.864	142.042	141.819	142.031	141.835	
142.015	141.791	141.980	59.06	68.27	2013-12-16T21:30:00	142.117	142.128	141.832	
141.864	142.092	142.104	141.803	141.835	10.39	75.65	2013-12-16T21:00:00	142.053	
142.140	142.010	142.117	142.023	142.111	141.981	142.092	94.75	92.13	
2013-12-16T20:30:00	142.054	142.062	141.973	142.053	142.029	142.035	141.947	142.023	
86.44	89.27	2013-12-16T20:00:00	142.051	142.095	141.924	142.054	142.024	142.066	
141.897	142.029	90.70	90.51	2013-12-16T19:30:00	141.933	142.079	141.906	142.051	
141.907	142.049	141.878	142.024	95.97	91.10	2013-12-16T19:00:00	141.847	141.957	
141.776	141.933	141.816	141.930	141.749	141.907	92.76	86.18	2013-12-16T18:30:00	
141.928	141.968	141.787	141.847	141.899	141.938	141.757	141.816	80.49	
79.77	2013-12-16T18:00:00	141.843	141.978	141.695	141.928	141.817	141.950	141.668	
141.899	92.63	74.03	2013-12-16T17:30:00	141.495	141.881	141.455	141.843	141.465	
141.855	141.428	141.817	93.63	70.26	2013-12-16T17:00:00	141.461	141.603	141.386	
141.495	141.434	141.533	141.356	141.465	71.38	66.65	2013-12-16T16:30:00	141.402	
141.571	141.319	141.461	141.371	141.548	141.263	141.434	60.69	59.58	
2013-12-16T16:00:00	141.461	141.482	141.286	141.402	141.429	141.453	141.258	141.371	
51.83	57.54	2013-12-16T15:30:00	141.454	141.490	141.426	141.461	141.426	141.462	
141.393	141.429	73.74	55.25	2013-12-16T15:00:00	141.333	141.488	141.326	141.454	
141.302	141.462	141.297	141.426	75.61	47.12	2013-12-16T14:30:00	141.431	141.431	
141.330	141.333	141.403	141.402	141.300	141.302	36.03	35.92	2013-12-16T14:00:00	
141.454	141.504	141.405	141.431	141.428	141.476	141.374	141.403	50.51	
29.54	2013-12-16T13:30:00	141.436	141.481	141.388	141.454	141.407	141.453	141.359	
141.428	40.36	24.56	2013-12-16T13:00:00	141.354	141.461	141.299	141.436	141.324	
141.434	141.271	141.407	33.12	24.04	2013-12-16T12:30:00	141.377	141.455	141.236	
141.354	141.346	141.428	141.204	141.324	19.58	19.49	2013-12-16T12:00:00	141.600	
141.627	141.353	141.377	141.568	141.598	141.323	141.346	4.14	17.77	
2013-12-16T11:30:00	141.759	141.789	141.490	141.600	141.729	141.759	141.461	141.568	
25.60	31.35	2013-12-16T11:00:00	141.700	141.844	141.669	141.759	141.670	141.817	
141.638	141.729	37.76	33.97	2013-12-16T10:30:00	141.732	141.814	141.670	141.700	
141.700	141.783	141.643	141.670	10.38	43.51	2013-12-16T10:00:00	141.846	141.908	
141.725	141.732	141.820	141.879	141.697	141.700	10.96	56.54	2013-12-16T09:30:00	
141.735	141.890	141.735	141.846	141.705	141.865	141.706	141.820	72.05	
61.06	2013-12-16T09:00:00	141.885	141.891	141.707	141.735	141.856	141.862	141.675	
141.705	38.70	55.55	2013-12-16T08:30:00	141.850	141.938	141.825	141.885	141.821	
141.903	141.795	141.856	85.45	64.58	2013-12-16T08:00:00	141.706	141.892	141.706	
141.850	141.687	141.863	141.678	141.821	75.55	58.09	2013-12-16T07:30:00	141.764	
141.764	141.623	141.706	141.722	141.724	141.606	141.687	33.54	62.98	
2013-12-16T07:00:00	141.974	141.843	141.677	141.764	141.824	141.765	141.580	141.722	
44.51	73.39	2013-12-14T06:30:00	141.688	141.984	141.688	141.974	141.650	141.899	
141.644	141.848	83.86	80.44	2013-12-14T06:00:00	141.813	141.834	141.688	141.688	
141.781	141.801	141.643	141.650	52.96	70.80	2013-12-14T05:30:00	141.749	141.813	
141.644	141.813	141.718	141.781	141.612	141.781	100.00	71.40	2013-12-14T05:00:00	
141.739	141.788	141.734	141.749	141.709	141.758	141.703	141.718	85.61	
57.73	2013-12-14T04:30:00	141.613	141.748	141.613	141.739	141.584	141.721	141.583	
141.709	79.79	51.07	2013-12-14T04:00:00	141.713	141.731	141.508	141.613	141.684	
141.702	141.480	141.584	35.62	52.79	2013-12-14T03:30:00	141.650	141.728	141.640	
141.713	141.617	141.698	141.606	141.684	56.00	61.57	2013-12-14T03:00:00	141.658	
141.687	141.561	141.650	141.629	141.659	141.530	141.617	31.64	63.03	
2013-12-14T02:30:00	141.786	141.789	141.647	141.658	141.759	141.767	141.619	141.629	
52.30	64.19	2013-12-14T02:00:00	141.752	141.801	141.726	141.786	141.724	141.772	
141.704	141.759	88.38	56.58	2013-12-14T01:30:00	141.694	141.830	141.668	141.752	
141.669	141.805	141.639	141.724	79.55	40.93	2013-12-14T01:00:00	141.621	141.770	
141.611	141.694	141.593	141.744	141.584	141.669	63.26	28.50	2013-12-14T00:30:00	
141.524	141.668	141.464	141.621	141.494	141.645	141.436	141.593	37.47	
17.21	2013-12-14T00:00:00	141.538	141.637	141.438	141.524	141.507	141.608	141.409	
141.494	14.21	11.44	2013-12-13T23:30:00	141.752	141.786	141.464	141.538	141.728	
141.765	141.434	141.507	10.14	12.16	2013-12-13T23:00:00	141.783	141.845	141.654	
141.752	141.756	141.820	141.626	141.728	17.41	13.84	2013-12-13T22:30:00	141.947	
141.947	141.735	141.783	141.841	141.900	141.708	141.756	6.81	18.64	
2013-12-13T22:00:00	142.030	142.035	141.814	141.947	142.002	142.007	141.787	141.841	
8.63	29.04	2013-12-13T21:30:00	142.112	142.179	141.942	142.030	142.084	142.154	
141.913	142.002	17.80	29.95	2013-12-13T21:00:00	142.217	142.240	142.035	142.112	
142.188	142.212	142.009	142.084	18.56	27.30	2013-12-13T20:30:00	142.352	142.441	
142.181	142.217	142.323	142.413	142.155	142.188	41.41	25.81	2013-12-13T20:00:00	
142.135	142.370	142.097	142.352	142.108	142.343	142.074	142.323	58.80	
20.93	2013-12-13T19:30:00	142.151	142.220	142.055	142.135	142.121	142.192	142.029	
142.108	13.19	21.10	2013-12-13T19:00:00	142.349	142.393	142.125	142.151	142.317	
142.365	142.097	142.121	4.52	32.36	2013-12-13T18:30:00	142.386	142.426	142.307	
142.349	142.355	142.398	142.278	142.317	11.14	38.31	2013-12-13T18:00:00	142.537	
142.556	142.325	142.386	142.510	142.529	142.299	142.355	17.02	36.90	
2013-12-13T17:30:00	142.595	142.655	142.470	142.537	142.567	142.628	142.442	142.510	
59.60	35.67	2013-12-13T17:00:00	142.521	142.622	142.499	142.595	142.490	142.599	
142.470	142.567	69.50	27.79	2013-12-13T16:30:00	142.414	142.522	142.360	142.521	
142.384	142.495	142.330	142.490	34.26	25.99	2013-12-13T16:00:00	142.547	142.589	
142.391	142.414	142.521	142.561	142.366	142.384	4.14	38.31	2013-12-13T15:30:00	
142.626	142.660	142.517	142.547	142.596	142.632	142.487	142.521	10.83	
53.14	2013-12-13T15:00:00	142.687	142.701	142.575	142.626	142.659	142.671	142.544	
142.596	20.23	69.36	2013-12-13T14:30:00	142.827	142.827	142.682	142.687	142.796	
142.797	142.652	142.659	60.51	81.38	2013-12-13T14:00:00	142.741	142.829	142.735	
142.827	142.711	142.801	142.704	142.796	95.84	86.29	2013-12-13T13:30:00	142.800	
142.822	142.706	142.741	142.772	142.792	142.675	142.711	78.30	83.92	
2013-12-13T13:00:00	142.737	142.828	142.679	142.800	142.707	142.801	142.650	142.772	
91.91	82.01	2013-12-13T12:30:00	142.471	142.841	142.452	142.737	142.441	142.813	
142.423	142.707	80.33	73.06	2013-12-13T12:00:00	142.440	142.510	142.434	142.471	
142.411	142.484	142.404	142.441	85.07	62.34	2013-12-13T11:30:00	142.404	142.440	
142.371	142.440	142.372	142.411	142.343	142.411	83.98	54.41	2013-12-13T11:00:00	
142.373	142.434	142.326	142.404	142.346	142.407	142.306	142.372	68.75	
48.02	2013-12-13T10:30:00	142.312	142.482	142.303	142.373	142.281	142.452	142.274	
142.346	47.17	49.52	2013-12-13T10:00:00	142.366	142.410	142.227	142.312	142.335	
142.380	142.196	142.281	26.73	58.09	2013-12-13T09:30:00	142.348	142.451	142.280	
142.366	142.322	142.422	142.250	142.335	45.43	70.78	2013-12-13T09:00:00	142.439	
142.436	142.257	142.348	142.410	142.409	142.230	142.322	52.00	79.55	
2013-12-13T08:30:00	142.421	142.541	142.383	142.439	142.395	142.514	142.354	142.410	
76.26	84.32	2013-12-13T08:00:00	142.426	142.450	142.288	142.421	142.390	142.414	
142.256	142.395	90.05	88.57	2013-12-13T07:30:00	142.234	142.481	142.234	142.426	
142.190	142.437	142.186	142.390	90.19	89.19	2013-12-13T07:00:00	142.206	142.268	
142.165	142.234	142.138	142.196	142.114	142.190	89.28	88.06	2013-12-13T06:30:00	
142.196	142.262	142.112	142.206	142.165	142.227	142.076	142.138	75.82	
87.71	2013-12-13T06:00:00	142.080	142.202	142.038	142.196	142.048	142.173	142.015	
142.165	97.51	88.81	2013-12-13T05:30:00	142.004	142.094	141.987	142.080	141.977	
142.068	141.958	142.048	93.17	85.40	2013-12-13T05:00:00	141.960	142.058	141.913	
142.004	141.931	142.031	141.882	141.977	84.53	82.71	2013-12-13T04:30:00	141.944	
141.966	141.889	141.960	141.912	141.942	141.859	141.931	87.54	76.91	
2013-12-13T04:00:00	141.911	141.997	141.883	141.944	141.882	141.969	141.852	141.912	
81.31	66.64	2013-12-13T03:30:00	141.845	141.958	141.805	141.911	141.819	141.935	
141.775	141.882	80.44	66.58	2013-12-13T03:00:00	141.767	141.872	141.709	141.845	
141.737	141.846	141.682	141.819	79.71	68.85	2013-12-13T02:30:00	141.712	141.827	
141.689	141.767	141.683	141.802	141.664	141.737	55.56	63.02	2013-12-13T02:00:00	
141.826	141.881	141.693	141.712	141.799	141.851	141.664	141.683	36.20	
64.77	2013-12-13T01:30:00	141.834	141.887	141.762	141.826	141.804	141.861	141.735	
141.799	80.98	75.78	2013-12-13T01:00:00	141.687	141.859	141.682	141.834	141.658	
141.832	141.654	141.804	91.79	75.34	2013-12-13T00:30:00	141.701	141.851	141.612	
141.687	141.675	141.823	141.582	141.658	50.55	69.85	2013-12-13T00:00:00	141.822	
141.835	141.621	141.701	141.798	141.811	141.593	141.675	64.33	69.70	
2013-12-12T23:30:00	141.770	141.844	141.566	141.822	141.741	141.815	141.535	141.798	
91.25	72.34	2013-12-12T23:00:00	141.702	141.781	141.520	141.770	141.675	141.756	
141.491	141.741	78.77	68.89	2013-12-12T22:30:00	141.612	141.861	141.530	141.702	
141.517	141.838	141.474	141.675	64.33	62.55	2013-12-12T22:00:00	141.638	141.681	
141.411	141.612	141.609	141.654	141.381	141.517	49.82	53.24	2013-12-12T21:30:00	
141.631	141.679	141.595	141.638	141.602	141.650	141.568	141.609	77.55	
45.16	2013-12-12T21:00:00	141.598	141.672	141.592	141.631	141.570	141.644	141.563	
141.602	73.98	31.43	2013-12-12T20:30:00	141.568	141.681	141.551	141.598	141.538	
141.653	141.520	141.570	47.08	18.46	2013-12-12T20:00:00	141.525	141.602	141.511	
141.568	141.500	141.577	141.482	141.538	17.76	18.86	2013-12-12T19:30:00	141.563	
141.568	141.486	141.525	141.536	141.543	141.457	141.500	9.43	32.40	
2013-12-12T19:00:00	141.571	141.663	141.539	141.563	141.537	141.634	141.505	141.536	
8.89	40.78	2013-12-12T18:30:00	141.719	141.724	141.528	141.571	141.688	141.697	
141.499	141.537	9.13	58.91	2013-12-12T18:00:00	141.881	141.940	141.716	141.719	
141.850	141.913	141.685	141.688	49.10	76.73	2013-12-12T17:30:00	141.725	141.890	
141.698	141.881	141.694	141.862	141.667	141.850	85.43	74.46	2013-12-12T17:00:00	
141.897	141.942	141.705	141.725	141.872	141.915	141.675	141.694	51.32	
73.44	2013-12-12T16:30:00	141.723	141.899	141.710	141.897	141.697	141.874	141.680	
141.872	99.55	73.18	2013-12-12T16:00:00	141.504	141.727	141.497	141.723	141.476	
141.702	141.469	141.697	98.26	66.35	2013-12-12T15:30:00	141.596	141.609	141.504	
141.504	141.567	141.581	141.476	141.476	37.73	61.94	2013-12-12T15:00:00	141.493	
141.640	141.492	141.596	141.464	141.613	141.461	141.567	80.34	64.83	
2013-12-12T14:30:00	141.537	141.547	141.459	141.493	141.509	141.517	141.430	141.464	
50.00	55.35	2013-12-12T14:00:00	141.485	141.635	141.445	141.537	141.456	141.610	
141.415	141.509	65.41	55.45	2013-12-12T13:30:00	141.509	141.507	141.419	141.485	
141.477	141.479	141.393	141.456	76.24	54.20	2013-12-12T13:00:00	141.407	141.509	
141.409	141.509	141.377	141.479	141.379	141.477	52.13	52.58	2013-12-12T12:30:00	
141.450	141.495	141.347	141.407	141.418	141.465	141.318	141.377	32.97	
60.97	2013-12-12T12:00:00	141.485	141.488	141.371	141.450	141.454	141.459	141.347	
141.418	50.48	60.94	2013-12-12T11:30:00	141.519	141.525	141.433	141.485	141.491	
141.499	141.401	141.454	59.18	66.16	2013-12-12T11:00:00	141.590	141.648	141.453	
141.519	141.559	141.623	141.426	141.491	68.12	66.92	2013-12-12T10:30:00	141.289	
141.612	141.280	141.590	141.264	141.583	141.256	141.559	94.09	73.11	
2013-12-12T10:00:00	141.408	141.418	141.236	141.289	141.380	141.387	141.209	141.264	
32.83	64.61	2013-12-12T09:30:00	141.309	141.471	141.288	141.408	141.280	141.442	
141.256	141.380	76.60	70.05	2013-12-12T09:00:00	141.362	141.394	141.278	141.309	
141.335	141.367	141.242	141.280	62.98	62.02	2013-12-12T08:30:00	141.263	141.362	
141.209	141.362	141.233	141.335	141.177	141.335	99.02	52.26	2013-12-12T08:00:00	
141.298	141.313	141.244	141.263	141.251	141.286	141.212	141.233	51.63	
34.63	2013-12-12T07:30:00	141.278	141.370	141.277	141.298	141.239	141.337	141.235	
141.251	60.00	25.43	2013-12-12T07:00:00	141.237	141.303	141.174	141.278	141.177	
141.260	141.132	141.239	36.45	15.73	2013-12-12T06:30:00	141.201	141.282	141.183	
141.237	141.169	141.251	141.150	141.177	14.18	20.95	2013-12-12T06:00:00	141.200	
141.297	141.154	141.201	141.173	141.269	141.122	141.169	10.90	32.33	
2013-12-12T05:30:00	141.303	141.348	141.178	141.200	141.273	141.318	141.150	141.173	
5.64	49.48	2013-12-12T05:00:00	141.435	141.469	141.261	141.303	141.404	141.443	
141.236	141.273	11.49	65.88	2013-12-12T04:30:00	141.453	141.538	141.417	141.435	
141.421	141.510	141.388	141.404	62.53	82.43	2013-12-12T04:00:00	141.568	141.581	
141.398	141.453	141.542	141.553	141.367	141.421	71.10	74.67	2013-12-12T03:30:00	
141.521	141.587	141.482	141.568	141.489	141.558	141.451	141.542	96.62	
65.97	2013-12-12T03:00:00	141.377	141.574	141.318	141.521	141.346	141.546	141.289	
141.489	87.66	53.07	2013-12-12T02:30:00	141.210	141.384	141.178	141.377	141.181	
141.362	141.147	141.346	94.24	42.85	2013-12-12T02:00:00	141.276	141.309	141.106	
141.210	141.245	141.279	141.084	141.181	23.72	24.09	2013-12-12T01:30:00	141.297	
141.335	141.181	141.276	141.268	141.309	141.153	141.245	27.63	29.31	
2013-12-12T01:00:00	141.320	141.356	141.239	141.297	141.291	141.328	141.213	141.268	
32.10	42.41	2013-12-12T00:30:00	141.189	141.370	141.131	141.320	141.160	141.346	
141.103	141.291	36.58	55.61	2013-12-12T00:00:00	141.411	141.517	141.186	141.189	
141.382	141.493	141.158	141.160	0.44	66.51	2013-12-11T23:30:00	141.605	141.641	
141.314	141.411	141.575	141.617	141.289	141.382	49.79	83.12	2013-12-11T23:00:00	
141.479	141.637	141.429	141.605	141.448	141.611	141.399	141.575	93.14	
91.67	2013-12-11T22:30:00	141.300	141.480	141.300	141.479	141.273	141.456	141.272	
